product_gid,legacy_resource_id,representative_title,url,present_in_product_sitemap,estado,source_block
gid://shopify/Product/14835715572088,14835715572088,Muestra de Misty Blossom Gris,https://www.matchwalls.com/it/products/campione-grigio-fiorente-nebbioso,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715572088,14835715572088,Muestra de Misty Blossom Gris,https://www.matchwalls.com/pt/products/amostra-cinza-enevoada-em-flor-cinza,no,CORREGIDO Y VERIFICADO,01
gid://shopify/Product/14835715867000,14835715867000,Muestra de Misty Blossom Lila,https://www.matchwalls.com/products/muestra-de-misty-blossom-lila,no,CORREGIDO Y VERIFICADO,02
gid://shopify/Product/14835715867000,14835715867000,Muestra de Misty Blossom Lila,https://www.matchwalls.com/en/products/misty-blossom-lila-sample,no,CORREGIDO Y VERIFICADO,02
gid://shopify/Product/14835715867000,14835715867000,Muestra de Misty Blossom Lila,https://www.matchwalls.com/fr/products/echantillon-de-lila-en-fleur-brumeuse,no,CORREGIDO Y VERIFICADO,02
gid://shopify/Product/14835715867000,14835715867000,Muestra de Misty Blossom Lila,https://www.matchwalls.com/de/products/misty-blossom-lila-probe,no,CORREGIDO Y VERIFICADO,02
gid://shopify/Product/14835715867000,14835715867000,Muestra de Misty Blossom Lila,https://www.matchwalls.com/nl/products/misty-blossom-lila-sample-1,no,CORREGIDO Y VERIFICADO,02
gid://shopify/Product/14835715867000,14835715867000,Muestra de Misty Blossom Lila,https://www.matchwalls.com/it/products/campione-di-lila-misty-blossom,no,CORREGIDO Y VERIFICADO,02
gid://shopify/Product/14835715867000,14835715867000,Muestra de Misty Blossom Lila,https://www.matchwalls.com/pt/products/amostra-enevoada-de-flor-lila,no,CORREGIDO Y VERIFICADO,02
gid://shopify/Product/14835715801464,14835715801464,Muestra de Misty Blossom Verde,https://www.matchwalls.com/products/muestra-de-misty-blossom-verde,no,CORREGIDO Y VERIFICADO,02
